restaurant_name,latitude,longitude,avg_price,ratings
The Black Horse,51.0758523,4.7251002,10.666666666666666,4.9
Ela Kebap,51.1318678,5.0810792,10.625,4.7
Pita Muradim,51.2076892,4.3887578,10.583333333333334,4.3
Pitta Destelbergen,51.0587544,3.8182144,10.583333333333334,4.0
Snack Antalya,51.0286715,4.4845363,10.583333333333334,4.2
Lilse Kebab 2,51.2684622,4.8671555,10.571428571428571,4.0
Boston Pizza & Burgers,50.8897114,4.5524114,10.5,4.2
Burger Kofte,50.9886723,5.6955838,10.5,5.0
Eethuis Taha,51.080901,4.430953,10.5,4.6
Eldina Snack,51.2409064,4.4391414,10.5,4.8
Frituur L'Orient Express,50.7315003,4.2309004,10.5,4.1
Grillades Panios,50.8502978,4.3751426,10.5,3.4
Kalender Frietjes,50.8678838,4.4504362,10.5,3.7
Le 1050 Snack,50.8289445,4.3726359,10.5,3.7
Magic Food,51.0950361,4.1359653,10.5,4.6
Miracle,50.8306611,4.3904781,10.5,3.9
Murat Pita Pizza Pasta,51.3519864,4.3974537,10.5,4.3
Naroj,50.8932578,4.7740197,10.5,4.8
Pasa Snack,51.1654451,4.989585,10.5,3.9
Pitta Magic,50.8612862,4.3716419,10.5,3.5
Pizza Boxx,51.204868,4.3961402,10.5,4.3
Pizza Giorno,51.2526622,4.5033576,10.5,3.5
Pizza Pisa,51.0643909,3.7264021,10.5,4.4
Pizza Pita Grillroom Milano,51.3141839,3.3022606,10.5,4.3
Pizza Pita Pala,51.1701238,4.3120615,10.5,4.2
Pizzeria Luigi,50.8893431,5.2900713,10.5,4.4
Place 2 Eat,50.9483796,3.1296242,10.5,3.8
Snack House,50.8709662,4.2639294,10.5,4.5
Snack Maya,51.2016103,4.4334429,10.5,3.0
Snack O'Laeken,50.8779263,4.3477112,10.5,0.0
Snack Pizza Bodrum,50.90637,4.207182,10.5,3.7
Snack de Hoek,51.2247607,4.4548562,10.5,3.9
Snack de Linde,50.8360019,4.3001559,10.5,3.2
Tokcel,51.0921674,4.0255789,10.5,4.7
Trend Kebab & Pizzeria,51.0940817,5.7923279,10.5,5.0
Ustun Kebab,51.0241203,5.3752994,10.5,3.6
Yamy Food,50.8804476,4.6960742,10.5,4.2
Pitta Point,50.8032244,5.5709341,10.49,2.8
Maestro,51.0033413,3.8004919,10.458333333333334,4.0
Brugge Kebab,51.2100923,3.2231422,10.444444444444445,3.8
Pitta Number 1,51.3125245,3.1272587,10.444444444444445,4.3
Hapjes Time,51.3214973,4.9371254,10.413157894736841,3.9
Snack Zomergem,51.1184148,3.5611182,10.4,4.1
Cairo One,51.2146721,4.2533856,10.375,4.8
Pizza Aurelia,51.071333,3.7306784,10.35,3.1
Cappadocië,50.9658811,5.5022231,10.333333333333334,4.1
Kadirga,51.0391626,5.3002396,10.333333333333334,4.6
Kebaba,51.232254,5.331347,10.333333333333334,4.5
LivaKebab,51.2026936,4.3901947,10.333333333333334,4.5
Maara Uno,50.8396305,5.0213554,10.333333333333334,4.3
Payitaht,51.0733844,5.2258014,10.333333333333334,3.5
Pizza Roma,50.9236701,4.692179,10.333333333333334,3.8
Pizzeria Lina,51.1861375,4.3874416,10.333333333333334,3.9
Snack Pitta 't Hoeksken,51.002115,4.3020346,10.333333333333334,4.3
You You,50.9434713,3.9847027,10.333333333333334,3.9
Pizza Florence,51.135815,4.4435816,10.3,4.0
Panini & Grill,51.0404918,5.3049018,10.285714285714286,4.7
Pizza Pasta Pita Mazador,51.21871,4.424192,10.283333333333333,3.5
Orient Lanaken,50.8947108,5.6650737,10.277777777777779,4.3
Bella Rosa,51.1676609,4.4521842,10.25,4.3
HB Resto,51.0514672,3.662672,10.25,4.7
Pizzeria Messina,50.9911804,4.4926872,10.25,4.6
Snack Simonis,50.8635911,4.3301211,10.25,3.0
Snack Royal,51.2127031,2.8822633,10.222222222222221,4.3
Snack Top's,50.818046,4.3929502,10.222222222222221,4.5
Andromeda,51.0402796,3.7254715,10.216666666666667,4.7
Ali Baba Restaurant,51.219015,4.4199488,10.200000000000001,3.8
Pitta Corner,51.3152888,3.1271573,10.181818181818182,4.8
Frituur De Mijn,51.0730633,5.2227106,10.166666666666666,4.0
Grill & Service,50.8820908,4.713554,10.166666666666666,4.0
Sewar Snack-Resto,50.8822221,4.7133678,10.156666666666666,3.4
Ali Baba,51.0763479,4.721808,10.125,4.6
Golden Friet,51.0566182,3.7099235,10.125,2.4
La Dany,51.2069524,4.4150948,10.125,4.0
Sila Snack & Pide,51.1872698,4.4285447,10.125,4.1
Snack Délice Halal,50.8039908,4.3364598,10.076923076923077,4.2
Big Bite,51.2028147,4.4838906,10.015625,3.6
Apollo Pizza,50.9100396,4.1993064,10.0,4.7
Burger House,51.061226,4.361404,10.0,3.5
El Nacho's,50.9412639,4.0392034,10.0,4.5
Food Box,51.2234184,2.9064047,10.0,4.4
Frituur Anita,50.95023,4.0558586,10.0,3.9
Frituur De Petaat,51.2141448,4.4101504,10.0,4.1
Frituur Statie,51.1992501,4.4287476,10.0,4.3
Grill Bar - The Shake,50.88357,4.081533,10.0,3.0
Hakko,50.8580323,4.3188731,10.0,0.0
Italian Delights,50.9493699,3.2893233,10.0,4.1
Izmir Snacks,51.2545203,5.4785896,10.0,4.8
Kebab Company,50.8813682,4.7156895,10.0,3.8
King Kebab,51.2094748,3.22894,10.0,3.2
Le Cerisier,50.84671,4.4136806,10.0,4.6
Les 4 Goûts,50.8596365,4.3409006,10.0,4.5
Liya Kebab & Pizzaria,51.3320877,4.3652936,10.0,3.6
Miam's Burger,50.8297152,4.3433057,10.0,3.4
Mr. Ribs,51.3129515,4.4294497,10.0,3.6
Nasip,50.8888527,5.527032,10.0,4.5
Njam Njam Pizza,51.0867384,3.4484218,10.0,4.1
Pakistan Royal Food,51.2337942,2.9164435,10.0,4.3
Palmira Restaurant,51.2182671,4.4183326,10.0,0.0
Pita Pizza Pasta Ararat,50.9613236,4.4549823,10.0,4.0
Pitta Corner,51.2337831,2.9164431,10.0,3.9
Pitta Diana,51.185037,3.5638525,10.0,4.0
Pizza De Hoek,51.071335,3.7306783,10.0,4.3
Pizza Diamond,51.0017346,3.751311,10.0,4.3
Pizza Ozy,51.1325761,3.6796668,10.0,3.2
Pizza Palace Fastfood,51.0017551,3.8777948,10.0,3.4
Pizza&Co,50.7805606,3.1251744,10.0,4.1
Pyramida - Grill,50.98005,3.5329998,10.0,4.2
Sali Kebap,50.7802657,5.4635312,10.0,3.0
Snack Joker,50.8634042,4.3774531,10.0,4.3
Snack Memo - Chez Feyyaz,50.860157,4.371001,10.0,4.5
Snack Mimoza,50.8880768,4.3398709,10.0,4.3
Snack Oostende,51.2296711,2.9191153,10.0,3.8
Snack Tip Top,50.8133607,4.3386547,10.0,4.4
Sofra,50.9644592,5.69626,10.0,3.8
Turkuaz Kebap,50.8493196,4.3741259,10.0,4.1
Ealaa Kayfik,51.2181348,4.4199321,9.99,2.8
Pizza Maestro Belsele,51.14608,4.0850115,9.95,4.6
Snack Aalst,50.9399256,4.0258409,9.9375,4.1
Pizza Sara,51.0912225,4.1360277,9.928571428571429,3.3
Pizza Stop,51.0388277,3.7465613,9.925,4.1
Dilsu Pizza Pitta,51.0599073,4.3605483,9.90090909090909,3.4
Food King,50.8455292,4.2840575,9.9,4.1
Kaya Pitta,0.0,0.0,9.9,2.1
Lunch Halte,51.2437152,4.4433173,9.9,4.1
Pizza Monza,51.2041539,4.5231233,9.9,3.5
Snack Bockstael,0.0,0.0,9.9,4.3
Snack Hakan,50.8686357,4.3122373,9.9,4.1
Merdin 3,50.9925856,4.7061002,9.88888888888889,4.3
El Baraka,51.2222301,4.4356682,9.8875,4.2
Alex Grill House,50.9115883,4.1956724,9.875,3.3
Pitaverne,51.2023183,4.4855979,9.875,4.2
Pizza La Famiglia,50.983724,4.461841,9.875,4.2
Pizza Pitta Melissa,51.0661099,4.034365,9.875,3.5
Pizzeria Grillroom Dudi,51.0958982,5.7928862,9.875,3.4
Mehtap,51.22145,4.4618373,9.833333333333334,4.1
Pizza Company,51.21308,4.257836,9.833333333333334,1.7
't Hoekske,50.7841913,5.474018,9.8,3.0
Food Like Home,50.8004216,4.3173681,9.785714285714286,3.3
Pizzalijn Merksem,51.2387006,4.441577,9.785714285714286,3.1
Broodjescorner,51.3153417,4.9499194,9.75,3.9
Pitta & Pizza Izmir Eeklo,51.181997,3.5726984,9.75,4.7
Pizza Grens,51.4447886,4.9250641,9.75,3.8
SixtyOne,51.1687661,3.8579406,9.75,4.4
Snack Saint-Guidon 2012,50.8349281,4.3061951,9.75,3.7
't Stad Kebab,51.2124675,4.4076701,9.714285714285714,3.9
Grill Mix Centrum,51.050273,3.730271,9.7,3.8
Twins,50.7738295,4.886823,9.666666666666666,4.3
Amon,51.1829676,4.3842068,9.625,3.9
Cook Mazi,51.027973,4.4791218,9.625,3.9
Snack Taksim,50.8669161,4.3761611,9.625,4.2
New City,51.0211834,5.4712118,9.6,3.8
Nino Grill,50.8364771,4.0263442,9.5625,3.5
Snack Twins,50.8025734,4.3411907,9.5625,4.6
Allo Pizza,50.7712832,3.0456823,9.5,3.9
Anatolie's,51.1166965,3.7142608,9.5,4.1
Burger at Home,50.9333642,4.5379418,9.5,4.1
Cleopatra,50.8559926,2.7291697,9.5,3.6
Couleur Safran,50.7871651,4.3295849,9.5,3.8
Le Kasseria,0.0,0.0,9.5,4.6
Marmara,51.2009456,3.8055828,9.5,3.2
Nisa Pita & Kebab,51.2080005,4.4643167,9.5,4.4
O'Couscous,50.7951364,4.3212211,9.5,3.7
Petit palais,50.8567628,4.3729156,9.5,4.0
Pita & Pizza Ela,50.8728694,3.1824152,9.5,4.4
Pitta 03,51.0386761,3.7102649,9.5,4.7
Pizza Mr. Food,51.1544825,3.2358945,9.5,4.3
Pyramide grillroom pizza pita pasta,51.227605,4.5182991,9.5,4.1
Resto Borsa,51.18893,4.4331958,9.5,4.1
Snack Araff,50.864184,4.3659068,9.5,0.0
Snack Gold,50.9302208,4.4264047,9.5,4.4
Snack Ledi,50.8800869,4.3472217,9.5,0.0
Snack Melita,50.7962682,3.1212188,9.5,4.1
Snack Mutsaert,50.9013694,4.3608428,9.5,4.7
Snack de la Famille,50.8361415,4.3154125,9.5,3.0
Sultan,51.018772,4.483109,9.5,3.0
The Cousin's,50.8799181,4.3292771,9.5,3.9
Snack Tarik,50.8701943,4.3721496,9.488095238095237,4.1
"Dinner&You Burgers, Grill & More",51.170444,3.8599658,9.463636363636363,4.5
What the Kebab,51.219982,4.4150385,9.450000000000001,0.0
Pitta Istanbul,50.7118857,3.8347091,9.428571428571429,4.3
Eethuis Istanbul,51.3141468,4.9438156,9.416666666666666,3.9
Snack Dayi,50.909688,4.193773,9.4,4.1
Snack Cherif,50.8774576,4.3489332,9.375,4.4
Ghoshto Eethuis,51.196373,4.443489,9.333333333333334,3.2
Pizzaworld,51.2082731,4.4492776,9.333333333333334,4.2
Resto Snack Istanbul,50.920698,3.2155599,9.333333333333334,3.5
Zem Zem,51.3156801,3.1292305,9.333333333333334,4.8
Best Grill,50.8355777,4.2999137,9.325,3.4
Napoli,51.1326409,4.335473,9.316666666666666,4.0
Aras Kontich Snack,51.1326595,4.4462483,9.3125,3.5
Loco Pizza,50.8784156,4.699806,9.3,2.2
Loco Pizza 2,50.87404,4.7090521,9.3,2.9
Pizza Pita Delta,51.0576267,3.7071178,9.3,3.5
Bodrum Palace,51.224524,4.4169147,9.291666666666666,3.6
Mila Palace,51.2456912,4.4478081,9.285714285714286,3.7
Elif Grill Huis,51.1706303,4.4492091,9.25,4.2
Il Viadotto,51.2329328,4.4240106,9.25,4.5
Noumidia Resto,51.323803,4.947664,9.25,4.1
Snack Dekan,50.8800921,4.3296928,9.25,4.9
Snack Istanbul,50.866702,4.3775992,9.25,4.2
Snack Pizza City,50.9095302,4.354658,9.25,4.1
Tadim Kumpir,50.859793,4.3766128,9.25,4.2
Tradita,51.1605694,4.1507192,9.25,4.3
Fresh Pita,51.1620708,4.1413516,9.24,4.6
Snack Deniz,51.0412191,3.7253941,9.225,4.0
Hanelly Food,50.8310437,4.3444473,9.214285714285714,1.9
Mc'Döner'S,50.8144757,4.3658038,9.214285714285714,4.8
Best Grill Molenbeek,50.8574331,4.3105647,9.2,3.5
Frituur Koningslo,50.912605,4.372477,9.2,4.3
Pala's Food,50.873455,4.3134475,9.2,4.4
Suslu by Tuna,50.8731519,4.3869141,9.2,4.6
Snack Des Frères,50.8714998,4.3839557,9.196666666666667,3.3
Beyzade,51.2245014,4.4167564,9.18,4.0
Snack Tielt,50.9984585,3.3270373,9.166666666666666,3.7
Snack la Cambre,50.8012434,4.3735706,9.166666666666666,4.9
Kebab Leuven,50.8803556,4.7055925,9.125,3.2
La Maison du Kebab,50.8354388,4.2999718,9.125,3.7
Fast 2 Go,51.0284808,4.4782928,9.11111111111111,3.5
Frituur Nationale,51.213764,4.3978624,9.1,1.4
Pita 't Krokantje,0.0,0.0,9.1,4.3
Pizza Zandhoven,51.2143253,4.65802,9.1,4.6
Snack Bodrum,50.882133,4.4725341,9.1,3.7
Pizza Bella Pitta,51.189492,2.8307733,9.083333333333334,4.3
Pacha Kebab,50.8255249,4.2977704,9.075000000000001,4.3
Snack Arc en Ciel,50.8714801,4.4008113,9.071428571428571,3.7
Snack Resto Istanbul,50.9118822,4.4350511,9.071428571428571,4.4
Snack 4 You,50.8309809,4.4520538,9.0625,3.6
Pitta Palace,51.0286668,4.4803971,9.058823529411764,3.2
Only Kebab,51.22128,4.4026248,9.05,3.3
Snack Mirvan,50.8352676,4.3084661,9.004285714285714,3.7
Ali Baba - Chez Assaad,50.8078796,4.2887373,9.0,4.8
Ali Pizzahuis,51.3015694,4.5703876,9.0,3.7
Breughelhof Cafe Bistro,51.1764672,4.3669013,9.0,4.3
Cesar Pizza Snack,51.042915,3.7373457,9.0,3.8
Damasco,50.8773949,4.703391,9.0,4.1
Dar Es Salaam,50.8505236,3.287144,9.0,4.3
Eric's Burger & Streetfood,50.8577828,4.3642117,9.0,4.1
Family,50.8766627,4.3405033,9.0,4.4
Frituur 't Bekske,51.0407393,5.2817897,9.0,4.5
Frituur Nou Nou,51.1321495,4.5668378,9.0,3.0
Kokorecci Antwerpen,51.2021287,4.3928709,9.0,1.8
La Palmeraie,50.7874891,3.1269461,9.0,4.2
Madina food,50.856793,4.3752124,9.0,4.7
Marrakech,50.8703965,4.3717317,9.0,3.7
Masala Express,50.8083945,3.279237,9.0,4.5
Maxx Pizza,51.1772165,4.8330195,9.0,4.0
Mezopotamya,50.8204079,3.2843159,9.0,3.7
Miss Pizza,51.2162709,4.2514887,9.0,4.5
Mister Pizza,50.992883,3.7468562,9.0,4.3
Pain d'Or,50.9304853,5.3434391,9.0,5.0
Pitta Bon Appetit,51.2318024,2.9144097,9.0,3.9
Pitta Melissa,51.0372872,3.7404987,9.0,3.8
Pizza Pasta Locale,51.2233233,4.4369035,9.0,4.4
Pizza Pita Zottegem,50.8684049,3.8137421,9.0,4.3
Pizza Point,51.2197869,4.3823975,9.0,4.3
Sfinx,51.3221189,4.9524556,9.0,4.4
Snack Au Bled,50.8701326,4.372873,9.0,3.8
Snack Centraal,51.2145585,4.4351753,9.0,3.5
Snack Istanbul,50.7170552,4.6070235,9.0,4.3
Snack Lems,50.821392,4.2943516,9.0,4.7
Snack Medo,51.2076189,4.4280825,9.0,4.1
Snack Merode,50.8386936,4.3977664,9.0,0.0
Snack Stuivenberg,51.222267,4.436264,9.0,4.4
Snack Wielemans,50.8243939,4.327402,9.0,4.3
Snack de la Gare,50.69229,4.2052684,9.0,4.2
Best Fresh,50.7713494,4.5350813,8.99,4.4
Mixor Kebab,51.2192348,4.4203085,8.975000000000001,3.4
King Pizza Vilvoorde,50.929214,4.4269543,8.95,4.2
Snack Ailnor,50.9494353,3.1313294,8.944444444444445,4.2
Valento Pizzeria,51.1402858,4.3375162,8.9,4.4
Salt n' Pepper Snack Burgerhouse,51.2198804,4.4385031,8.857142857142858,3.7
Frituur Karin,50.96179,4.4555063,8.833333333333334,4.3
Snack Aquarium,50.8243819,4.4004368,8.833333333333334,4.1
Snack Boss,50.9420067,4.0351025,8.833333333333334,4.5
Cicek kebab,50.8332944,4.3285403,8.818181818181818,3.7
Eetcafé Ossendrecht,51.3937523,4.3295408,8.8,3.6
Pizza Punto,50.8474702,4.8209022,8.8,4.1
Shaan pizza,51.0971005,3.2095149,8.8,2.7
Snack Tour et Taxi,50.8635228,4.3443448,8.785714285714286,4.1
Pim's Burger,50.8405877,4.3322309,8.75,0.0
Snack Bodrum,50.9285905,4.4218529,8.75,4.9
Pitta Moorselbaan,50.9421771,4.0466792,8.7,4.3
Sardinië,51.1344736,4.5655313,8.7,3.5
Ali Baba,51.1344772,4.5701273,8.666666666666666,3.7
Pizza Paleis Haasdonk,51.1798851,4.2334942,8.666666666666666,4.1
Snack Ayouni,51.2273916,4.4547647,8.625,3.2
Snack Cassaba,50.8765373,4.4066588,8.625,4.4
MARHABA,51.0435964,3.9117998,8.6,3.9
Miro's snack,50.8716804,4.4002252,8.6,4.1
Snack Derya,50.848743,4.3189361,8.590909090909092,3.9
Lunch Factory,50.8364735,4.3392771,8.571428571428571,3.8
Amari's,51.215942,4.3292193,8.5,3.8
Bursa Kebab,51.060844,3.701226,8.5,4.1
Choco Pitta,50.8669031,4.3582998,8.5,3.9
De Hoek Van Marrakech,50.9092739,4.3519413,8.5,4.2
Eethuis Royale,51.21175,4.4283533,8.5,4.1
Frituur Overpoort,51.0405731,3.725505,8.5,3.3
Kebap Food,50.8739395,4.3145004,8.5,3.9
King Pizza & More,51.1595353,4.1439857,8.5,4.4
King Potato,51.1341236,4.3864343,8.5,4.5
Pita Antalya,50.994568,3.3257418,8.5,4.5
Pizza Napoli,50.8418517,4.9459863,8.5,4.1
Pizza Taliano,50.8154097,3.3179776,8.5,4.6
Pizzeria Lyaz,51.0369563,2.8714629,8.5,3.8
Selale Pitta & Grill,51.0638718,3.7095352,8.5,4.2
Snack Alsemberg,50.8156131,4.3400529,8.5,3.7
Snack Au Petit Creux,50.8518175,4.3850787,8.5,4.0
Snack Dag,50.8591069,4.3796936,8.5,3.9
Snack Evere,50.8712543,4.3996881,8.5,4.6
Snack Houwaert,50.8527175,4.373779,8.5,4.1
Snack Papay,50.8367019,4.3808233,8.5,4.5
Snack les 2 Frères,50.8572749,4.3730178,8.5,4.4
Turkish Kebap,50.8778404,4.4096982,8.5,4.2
Pita Planet,51.1639517,4.1394059,8.4375,2.8
Pita Pizza Pyramide,51.0847842,3.4483041,8.4,4.5
Snack Bruxelles,50.8686346,4.374455,8.392857142857142,0.0
Pizza Metin,50.8964317,4.8248638,8.375,4.0
Rifaga,51.1865467,4.3749696,8.375,4.3
Antwerp Kebab,51.2219602,4.4134255,8.333333333333334,3.5
Eethuis Van Gogh,51.1841675,4.4271969,8.333333333333334,3.2
Noor Pizza,50.8078304,3.2801325,8.333333333333334,3.9
Pitta Snack Waarschoot,51.1516652,3.6077882,8.333333333333334,3.5
Snack Grill Pizza Asalam,50.9294474,4.4278192,8.333333333333334,4.8
Atlas Lunch en Grillroom,51.199245,3.811369,8.307692307692308,3.9
La Casa Snack,51.1647761,4.1415672,8.3,0.0
Egmont Snack,51.0224244,4.4820092,8.285714285714286,3.5
Friterie Dailly,50.8529716,4.3882698,8.25,3.1
Frituur De Gitschotel,51.2003641,4.4406549,8.25,3.4
Pitta House 2,50.868915,4.3112619,8.25,4.7
Restaurant Medina,51.1867237,4.3865355,8.25,0.0
Snack Antalya,50.7897166,4.2983155,8.25,4.0
Viva la Snack,50.80947,3.1851952,8.25,3.4
La Rose,51.2180206,4.4181578,8.2,0.0
Star Kebab,51.3216802,4.9367899,8.15625,4.1
Snack Boniface,50.8361915,4.3656511,8.142857142857142,0.0
Chef Kebab,50.87349,4.315421,8.125,4.9
Snackbar 109,51.2039491,4.394389,8.125,4.3
Gulle Lepel,50.9496493,4.3115043,8.041666666666666,4.2
Snack Melike,50.8566814,4.3277586,8.041666666666666,4.4
Almina,51.1785685,4.3587163,8.0,4.1
Don Sako,50.7526979,5.0808884,8.0,2.7
Frituur 't Hoekske,51.2110179,4.4344252,8.0,4.1
Istanbul pizza & pita,51.2798399,4.4187852,8.0,3.9
Mob's Grill (Halal),50.8709695,4.2649549,8.0,0.0
O Saveurs,50.8582362,4.3400189,8.0,4.0
Pitta Isparta,51.0478339,3.7270756,8.0,4.5
Sint-Antonius,51.228675,5.4325213,8.0,2.9
Snack 2500,51.1313923,4.5674943,8.0,4.5
Snack Felix,50.8508108,4.3919207,8.0,3.4
Snack Felix 2,50.8478045,4.3982331,8.0,4.1
Snack La Couronne,50.8297666,4.3786763,8.0,3.9
Snack Muide,51.0730654,3.7310747,8.0,0.0
Snack Seven,50.8219526,4.3421654,8.0,3.4
Tabouleh,51.0387482,3.7467169,8.0,4.4
U Tacos,51.1636273,4.1392218,8.0,3.6
Solav Kebab,51.2189946,4.4202459,7.95,3.5
Antwerp Pizza - Pasta - Kebab,51.2198579,4.4027308,7.875,2.7
A La Turka Berchem,51.1967036,4.4224195,7.833333333333333,4.4
Frituur Plantin,51.2102952,4.4277605,7.833333333333333,2.8
Snack Au Lunch,50.8888894,4.3389537,7.8,4.1
Snack Özmu,50.8397466,4.3070863,7.8,3.9
Snack El Medina,50.9884185,5.6923432,7.75,4.6
Pita Express,51.1829645,4.3833547,7.6875,3.1
Samo Bakkerij & Snack,51.208929,4.4491621,7.65,4.2
Frituur 't Kroontje,51.2329817,4.4531407,7.642857142857143,4.1
Snack & Pizza de Oase,50.9310813,4.4249935,7.625,4.5
De Nijl 1,50.8756293,4.7001928,7.583333333333333,3.0
Snack neerstalle,50.8078851,4.3164883,7.555555555555555,4.5
't Gouden Frietje,51.161182,4.1323647,7.5,3.8
Bolifrit,51.2036366,4.3893121,7.5,4.8
Istanbul Eethuis,51.2190487,4.4193643,7.5,3.2
Kebab Bizet,50.8254856,4.2987251,7.5,3.8
Koz Kebap,51.226234,4.425389,7.5,4.2
Marinah,50.8349879,4.305918,7.5,2.9
Snack 4 You,50.8240914,4.2958255,7.5,3.5
Snack Clems,50.842117,4.33133,7.5,0.0
Snack Cousin,50.8281543,4.3304799,7.5,3.3
Snack La Cage,50.8719335,4.3754976,7.5,4.1
Tucker Food,50.78019,3.0345345,7.5,3.9
Al Baraka,51.037434,4.476926,7.416666666666667,0.0
Best of Kebap & Pizza Dender,50.8920932,4.0721603,7.333333333333333,4.2
Snack Nakhil,51.2179847,4.4288729,7.25,3.5
Damas Veneto,51.2207499,4.4266288,7.19,3.4
Maison Grill,50.8578394,4.319434,7.166666666666667,3.5
Snack Pamukkale,51.0625456,3.6986091,7.125,3.9
Akym Food,50.8769268,4.3792967,7.0,0.0
Bereket Eethuis & Bakkerij,51.2075049,4.465058,7.0,4.3
Buenos Burgers,51.2075496,4.4649243,7.0,2.9
Chicken Center,51.2194223,4.4189822,7.0,4.3
La Medina Chez Houssin,50.8459048,4.3425521,7.0,3.1
Napolitano,51.223938,3.22676,7.0,4.2
Pizza Deliorman,50.8360373,4.3268519,7.0,0.0
Resto Snack Zen,50.9276312,4.4331812,7.0,4.0
Snack Omar,51.2253019,4.4167098,7.0,3.0
Sultan Kebap Geel,51.1666658,4.9889729,7.0,3.1
Snack Istanbul Wayez,50.835412,4.3110307,6.99,4.3
Grillé Darna,50.8701862,4.3722995,6.8,3.9
Chill's Corner,51.1988853,4.4283805,6.75,3.8
Hawin Bakkerij Gent,51.0567129,3.7352987,6.5,0.0
Najmat Al shaam,51.214038,4.4411826,6.5,0.0
Snack Mogusto,50.8391966,4.3341794,6.5,3.8
Sultan Kebap,51.218858,4.4050159,6.1875,3.4
Foodbar Melisa,50.8899295,5.6506281,6.0,3.6
Gevara,51.219154,4.419343,6.0,0.0
Snack Babylon Uccle,50.7997464,4.3366474,6.0,3.7
Street Kap,50.853887,4.3537965,5.7,4.4
Öz Ahi Döner,51.1899559,4.3778795,5.0,4.4
