delivery_area,avg_veg_pct,total_restaurants
Deftinge,0.027010004385604854,15
Erembodegem,0.02696529646521625,67
Steenhuffel,0.026866112503138036,47
Malderen,0.026866112503138036,47
Appelterre-Eichem,0.02665165641727812,33
Tongeren,0.026495865492711688,24
Sint-Martens-Lierde,0.026435462888634183,11
Oetingen,0.0264231272400943,16
Leerbeek,0.0264231272400943,16
Kester,0.0264231272400943,16
Maldegem,0.02641109764550816,10
Wevelgem,0.02606173383705693,35
Geraardsbergen,0.026030432434644913,24
Hulste,0.02592334606303353,26
Moorsele,0.02590296399976312,34
Gullegem,0.02590296399976312,34
Heuvelland,0.025702472131043562,6
Liedekerke,0.02569372591167651,44
Kerkhove,0.025489138401808557,11
Gooik,0.025366202150490527,17
Meensel-Kiezegem,0.025302006992183705,4
Nederhasselt,0.02524770019928353,32
Denderwindeke,0.02524770019928353,32
Nederboelare,0.02508087901921438,19
Denderleeuw,0.025066707925277567,43
Sint-Jozef / De Geite,0.02484239019201751,14
Widooie,0.024754987722032197,22
Vreren,0.024754987722032197,22
Sluizen,0.024754987722032197,22
Neerrepen,0.024754987722032197,22
Mal,0.024754987722032197,22
Lauw,0.024754987722032197,22
Rutten,0.02458801864621692,23
Aspelare,0.024484264260856745,20
Piringen,0.02442830909543709,23
Overrepen,0.02442830909543709,23
Koninksem,0.02442830909543709,23
Diets-Heur,0.02442830909543709,23
Outer,0.02430948175468035,22
Nieuwenrode,0.02419667341924721,34
Machelen,0.02417296102227071,135
Moen,0.02402217845563432,7
Iddergem,0.023915535936518188,33
Hooglede,0.023904340434708314,13
Gits,0.023904340434708314,13
Pollare,0.023898264510934023,23
Ramsdonk,0.023801416872997805,35
Kapelle-op-den-Bos,0.023801416872997805,35
Ternat,0.02364632518782732,40
Zande,0.023621573526573517,7
Koekelare,0.023621573526573517,7
Bovekerke,0.023621573526573517,7
Handzame,0.023476565758160733,9
Parike,0.02341569033221721,12
Zarren,0.02304720274359975,9
Kortemark,0.02304720274359975,9
Assenede,0.022882836270144227,11
Heestert,0.022844820218835916,9
Sint-Martens-Lennik,0.02246804284200316,31
Sint-Kwintens-Lennik,0.02246804284200316,31
Gaasbeek,0.02246804284200316,31
L'Écluse,0.022312025664456066,8
Westrozebeke,0.022161482623814868,10
Staden,0.022161482623814868,10
Oostnieuwkerke,0.022161482623814868,10
Werken,0.022091393737042532,7
Strijtem,0.021969169143150957,30
Onze-Lieve-Vrouw-Lombeek,0.021969169143150957,30
Sint-Katherina-Lombeek,0.021866427823825398,47
Buizingen,0.021703537524859807,44
Meerbeke,0.021459515784281166,24
Wezeren,0.021383889402551856,11
Walshoutem,0.021383889402551856,11
Walsbets,0.021383889402551856,11
Waasmont,0.021383889402551856,11
Wachtebeke,0.021301780595404985,19
Overslag,0.021301780595404985,19
Kortenberg,0.02109738636733522,43
Pamel,0.020644665831892676,30
Remersdaal,0.020306122448979592,4
Zwevegem,0.019982381975828085,24
Kappaard,0.019982381975828085,24
Avelgem,0.019959302649651917,9
Halle,0.0196335904489968,97
Melsbroek,0.019494758594960606,82
Moorslede,0.01941248178194447,12
Dadizele,0.019412481781944466,12
Dranouter,0.019230769230769232,2
Vechmaal,0.01917292174683904,17
Heks,0.01917292174683904,17
Wolvertem,0.019163140620855026,49
Beigem,0.019112337241349392,55
Mettekoven,0.019053797048582517,19
Steenokkerzeel,0.01875432106310214,81
Perk,0.01875432106310214,81
Humbeek,0.018692508569027176,45
Schepdaal,0.01863930072938258,44
Elingen,0.018425587107679255,21
Vollezele,0.018304401619704917,15
Tollembeek,0.018304401619704917,15
Galmaarden,0.018304401619704917,15
Rukkelingen-Loon,0.018107759427570206,18
Opheers,0.018107759427570206,18
Mechelen-Bovelingen,0.018107759427570206,18
Klein-Gelmen,0.018107759427570206,18
Horpmaal,0.018107759427570206,18
Heers,0.018107759427570206,18
Gutschoven,0.018107759427570206,18
Batsheers,0.018107759427570206,18
Lembeek,0.017650435395578597,46
Pepingen,0.01763914408083438,24
Bogaarden,0.01763914408083438,24
Outrijve,0.017464008415453383,7
Wezembeek,0.01724283871941096,102
Brussegem,0.017020493876106813,52
Sint-Genesius-Rode,0.0169235296334355,88
Merchtem,0.016848674945133348,53
Oppem,0.016828784324172938,101
Asse,0.01661820666853792,68
Ruisbroek,0.016517822786732046,182
Bekkerzeel,0.01650253781369494,71
Vossem,0.01637109594702833,81
Tervuren,0.01637109594702833,81
Duisburg,0.01637109594702833,81
Mollem,0.016350957241963934,67
Kobbegem,0.016350957241963934,66
Neigem,0.016334374380262116,18
Heikruis,0.016302276572427457,23
Sint-Pieters-Kapelle,0.016059866448705974,21
Beersel,0.016045952084823265,108
Meise,0.015610232298428894,80
Lauwe,0.015512049900929255,34
Alsemberg,0.015481564784294605,52
Maleizen,0.01544448773958616,59
Haren,0.01532571358119067,603
Dworp,0.015268725500206946,49
Onze-Lieve-Vrouwedal,0.015141876401434762,55
Eizer,0.015141876401434762,55
Overijse,0.01514187640143476,55
Zaventem,0.015082279001487283,305
Rekkem,0.015077692856848629,37
Sint-Agatha-Rode,0.01501048333211164,25
Ottenburg,0.01501048333211164,25
Neerijse,0.01501048333211164,25
Loonbeek,0.01501048333211164,25
Wervik,0.014964527427717988,17
Geluwe,0.014954733626863677,16
Hoeilaart,0.01484280277714041,51
Huldenberg,0.01481297697247859,26
Linkebeek,0.014729480624740878,113
Grimbergen,0.014472166048807775,127
Tombeek,0.014433551228315359,53
Terlanen,0.014433551228315359,53
Kraainem,0.014178054018845561,145
Herne,0.014128303905614164,13
Herfelingen,0.014128303905614164,13
Enghien,0.014128303905614164,13
Nossegem,0.014035924335575684,134
Huizingen,0.013818822775122194,52
Menin,0.013274292858793581,33
Diegem,0.013224326625261185,160
Drogenbos,0.013117627824131213,254
Sint-Pieters-Leeuw,0.012968888227955827,218
Bever,0.012960020945622031,15
Sint-Laureins-Berchem,0.012895376796454259,210
Oudenaken,0.012895376796454259,210
Groot-Bijgaarden,0.012199450664514,164
Wemmel,0.011528542698764016,180
Itterbeek,0.011513591218653144,112
Strombeek-Bever,0.010950477774006633,177
Lot,0.010927075805023568,61
Vilvoorde,0.010390682221117472,219
Peutie,0.010284878247940677,212
Zellik,0.009706121780321047,159
Relegem,0.009644581553555737,153
Woumen,0.009636362922909097,5
Vladslo,0.009636362922909097,5
Leke,0.009636362922909097,5
Keiem,0.009636362922909097,5
Diksmuide,0.009636362922909097,5
Beerst,0.009636362922909097,5
Sint-Martens-Voeren,0.009592519281960275,13
Herstappe,0.009263761234204583,11
Vlezenbeek,0.009056314481458279,111
Beert,0.008734261641325543,22
Houthulst,0.008428025838087605,3
Watou,0.008403361344537815,1
Roesbrugge-Haringe,0.008403361344537815,1
Proven,0.008403361344537815,1
Bellingen,0.008368873033062246,18
Moelingen,0.008313516711032238,15
Dilbeek,0.00823470610257885,267
Sint-Ulriks-Kapelle,0.008088243853657855,252
Sint-Martens-Bodegem,0.008040251884198647,251
Spiere,0.0076902883275432295,8
Helkijn,0.0076902883275432295,8
Mesen,0.00664278250485147,4
's-Gravenvoeren,0.006022544283413848,13
Merkem,0.00598802395209581,2
Klerken,0.005988023952095809,2
Teuven,0.005714285714285714,4
Sint-Pieters-Voeren,0.0033333333333333335,6
