delivery_area,avg_veg_pct,total_restaurants
Gistel,0.05224664002553599,23
Bekkevoort,0.051989866037622984,13
Zedelgem,0.051784820691391634,94
Langdorp,0.05178171319017007,20
Haasrode,0.051653443633569024,55
Mullem,0.05160013665847883,21
Maarkedal,0.05124565147126479,11
Vorst,0.051138053768603794,25
Ronsele,0.05072195448687465,9
Olsene,0.05062674891369491,21
Welden,0.050531488975841136,22
Volkegem,0.050531488975841136,22
Oudenaarde,0.050531488975841136,22
Nederename,0.050531488975841136,22
Melden,0.050531488975841136,22
Mater,0.050531488975841136,22
Leupegem,0.050531488975841136,22
Heurne,0.050531488975841136,22
Ename,0.050531488975841136,22
Eine,0.050531488975841136,22
Edelare,0.050531488975841136,22
Bevere,0.050531488975841136,22
Eindhout,0.05052718467805508,24
Tessenderlo,0.050465027369908114,26
Lichtervelde,0.050452723332574535,9
Gelrode,0.05031310473166105,20
Aarschot,0.05031310473166105,20
Kampenhout,0.05018004468369798,193
Oppuurs,0.05013896418815968,25
Hingene,0.050035839674030594,38
Onze-Lieve-Vrouw-Waver,0.049740062057907194,35
Rummen,0.04972076805390241,12
Vorselaar,0.049632978369748136,20
Oostwinkel,0.049316720289883126,10
Weert,0.04923252309855277,38
Schulen,0.04922532686706076,19
Herk-de-Stad,0.04922532686706076,19
Donk,0.04922532686706076,19
Berbroek,0.04922532686706076,19
Kaggevinne,0.04920221591442707,15
Zulte,0.04919368756278134,23
Merksplas,0.04915559939207089,22
Rupelmonde,0.04899751765982277,31
Grazen,0.04863718608326745,12
Geetbets,0.04863718608326745,12
Mariekerke,0.04857462836171067,38
Bornem,0.04857462836171067,38
Puurs-Sint-Amands,0.048549560214649755,25
Lippelo,0.048488771456683434,24
Maaseik,0.0484496647209219,17
Zwijndrecht,0.04843859999712477,104
De Vrij,0.048397694757460225,9
Arendonk,0.048397694757460225,9
Heusden-Zolder,0.048374492665704434,50
Lubbeek,0.048372074993563684,85
Linden,0.048372074993563684,85
0,0.0483710759808524,36
Laarne,0.048368293319281615,25
Kalken,0.048368293319281615,25
Neeroeteren,0.04834408702626104,15
Opoeteren,0.048344087026261036,15
Antwerp,0.04825859867826683,745
Meulebeke,0.04822219585566086,27
Ophoven,0.048164683219435546,11
Molenbeersel,0.048164683219435546,11
Kinrooi,0.048164683219435546,11
Kessenich,0.048164683219435546,11
Kruibeke,0.048071605594864654,35
Bouwel,0.04792385191164688,26
Stevoort,0.04782197537826439,29
Betekom,0.0477751048117317,24
Begijnendijk,0.0477751048117317,24
Wetteren,0.047751787865575275,87
Schriek,0.04766496744506036,26
Kuringen,0.0476334786902136,54
Heppen,0.047436717586670986,22
Wezemaal,0.04735948491990205,12
Sint-Maria-Latem,0.04735193585065678,14
Meilegem,0.04735193585065678,14
Hundelgem,0.04735193585065678,14
Beerlegem,0.04735193585065678,14
Zele,0.04710869248564511,33
Rillaar,0.047083698201997426,16
Wijer,0.04702659450218237,20
Kozen,0.04702659450218237,20
Binderveld,0.04702659450218237,20
Bevel,0.04702365153508433,49
Nijlen,0.047023651535084324,49
Verrebroek,0.04696231874376862,14
Kieldrecht,0.04696231874376862,14
Doel,0.04696231874376862,14
Kessel,0.04693737904638806,51
Zwalm,0.04687028269606542,15
Pulderbos,0.04686101931282103,15
Pulle,0.04685039221577716,18
Assent,0.04680219763725681,14
Lommel,0.046767919903335946,23
Burcht,0.04669799522887378,127
Meerle,0.04668316697397993,3
Veerle,0.0466586354023726,18
Sint-Denijs-Boekel,0.04650728781639768,15
Zoutleeuw,0.04650546543674201,16
Dormaal,0.04650546543674201,16
Booienhoven,0.04650546543674201,16
Zelem,0.04640512848210568,17
Wakken,0.046156836928841455,20
Markegem,0.046156836928841455,20
Budingen,0.0461227909992866,17
Rotselaar,0.04602781253364883,21
Gerdingen,0.04599517592797673,14
Bree,0.04599517592797673,14
Beek,0.04599517592797673,14
Opitter,0.04599517592797672,14
Grobbendonk,0.045793868101375326,27
Paulatem,0.04571894965108918,15
Dikkele,0.04571894965108918,15
Duffel,0.0455878027559708,58
Zoersel,0.04548824147694812,23
Boortmeerbeek,0.04547530816632661,43
Dentergem,0.04540016747099159,21
Molenstede,0.045260689652134846,16
Wimmertingen,0.04518003835743696,23
Sint-Antonius,0.04511806373574601,24
Wildert,0.045098453837772196,12
Horendonk,0.045098453837772196,12
Hoek,0.045098453837772196,12
Heikant,0.045098453837772196,12
Essen,0.045098453837772196,12
Bazel,0.04494091589895757,35
Halen,0.04486242875758777,17
Oekene,0.04483691847324999,27
Middelkerke,0.044749886136018616,28
Binkom,0.044719505155897794,11
Loksbergen,0.04471941614707048,17
Wilderen,0.04465898103622893,12
Runkelen,0.04465898103622893,12
Wespelaar,0.04462073638899078,28
Wakkerzeel,0.04462073638899078,28
Tildonk,0.04462073638899078,28
Haacht,0.04462073638899078,28
Ooigem,0.0446015493905318,27
Averbode,0.044563448075398866,13
Pellenberg,0.044503938609908346,27
Wielsbeke,0.04447294723326563,26
Sint-Baafs-Vijve,0.04447294723326563,26
Rumbeke,0.04447285258558042,28
Putte,0.044360982325013266,40
Beerzel,0.044316077064040824,40
Nieuwpoort,0.04428098169063113,12
Roeselare,0.0442388102292214,28
Zichem,0.04387343845955357,14
Koningshooikt,0.0435028494268549,68
Leopoldsburg,0.0434294941304852,25
Lier,0.043412874080192454,69
Helchteren,0.043386814277312086,47
Sint-Joris-Winge,0.04321840077002817,12
Houwaart,0.04321840077002817,12
Zandhoven,0.04321322433575791,25
Ransberg,0.04319636309149425,11
Houthalen,0.04317987928599635,48
Werm,0.0431670802359495,20
Sint-Huibrechts-Hern,0.0431670802359495,20
Romershoven,0.0431670802359495,20
Nieuwrode,0.04316472346627535,16
Viersel,0.04316192349789597,24
Massenhoven,0.04316192349789597,24
Orsmaal,0.04311200857208405,14
Gussenhoven,0.04311200857208405,14
Oorbeek,0.043087911513298396,19
Waarschoot,0.04291197503812826,17
Bocholt,0.04290323474821838,15
Reppel,0.042903234748218375,15
Kaulille,0.042903234748218375,15
Westkerke,0.042834100239376616,17
Roksem,0.042834100239376616,17
Oudenburg,0.042834100239376616,17
Ettelgem,0.042834100239376616,17
Velzeke-Ruddershove,0.04277037959450725,16
Leeuwergem,0.04277037959450725,16
Gorsem,0.04274650974961531,14
Moerzeke,0.04269171750775797,51
Uitbergen,0.042625528174408386,29
Berlare,0.042625528174408386,29
Webbekom,0.042508580790027034,23
Diest,0.042508580790027034,23
Deurne,0.042508580790027034,23
Schaffen,0.04250858079002703,23
Beringen,0.042380257507880784,45
Hoeselt,0.04232066689798971,21
Tienen,0.04225828044495617,18
Sint-Margriete-Houtem,0.04225828044495617,18
Bost,0.04225828044495617,18
Zeveneken,0.042236156002487424,43
Zaffelare,0.042236156002487424,43
Beervelde,0.042236156002487424,43
Grotenberge,0.04216694817822348,17
Alken,0.04213827027611697,24
Oostduinkerke,0.04207523283675867,13
Koksijde,0.04207523283675867,13
Overmere,0.04200308042887421,30
Velm,0.0419623194167899,12
Knokke-Heist,0.04195890506019014,30
Lochristi,0.04191464990335019,44
Ingelmunster,0.04172432127171591,24
Wijchmaal,0.041693572375991146,20
Kleine-Brogel,0.041693572375991146,20
Grote-Brogel,0.041693572375991146,20
Peer,0.04169357237599114,20
Boezinge,0.041676915740677285,8
Blanden,0.04165326591624855,33
Beveren,0.041639839473405375,77
Oostrozebeke,0.04162907197146278,19
Sint-Maria-Oudenhove,0.04159901272760347,17
Strijpen,0.04159901272760346,17
Sint-Goriks-Oudenhove,0.04159901272760346,17
Godveerdegem,0.04159901272760346,17
Erwetegem,0.04159901272760346,17
Elene,0.04159901272760346,17
Kachtem,0.04159017967410879,25
Izegem,0.04159017967410879,25
Emelgem,0.04159017967410879,25
Westende-Bad,0.04133742055115388,10
Westende,0.04133742055115388,10
Sint-Maria-Horebeke,0.04132602609544357,6
Kapellen,0.04132457980955259,62
Westmalle,0.0413096028346306,20
Oostmalle,0.0413096028346306,20
Wulvergem,0.04122299269358093,5
Eksel,0.041097191060162346,21
Sint-Kornelis-Horebeke,0.04104938271604938,3
Zottegem,0.04100474796712872,25
Oombergen,0.041002634105562395,18
Emblem,0.04099659917249302,67
Temse,0.04093264436826118,57
Kumtich,0.04090155732213807,18
Baal,0.040840916786742155,18
Hechtel,0.04079786239204043,26
Vrasene,0.04077760246672824,49
Ranst,0.04069586251597591,60
Broechem,0.04069586251597591,60
Opglabbeek,0.040663517274230655,29
As,0.04065995618237037,25
Melsele,0.04064975537595164,49
Kallo,0.04064975537595164,49
Haasdonk,0.04064975537595164,49
Lokeren,0.040627427541879424,29
Eksaarde,0.040627427541879424,29
Daknam,0.040627427541879424,29
Heist,0.04057534153323027,30
Scherpenheuvel,0.04055742112222982,16
Oelegem,0.040553001339410456,62
Langemark,0.0405274189952957,10
Bikschote,0.0405274189952957,10
Hoeleden,0.04047467511996478,8
Testelt,0.0404071538339245,15
Messelbroek,0.0404071538339245,15
Paal,0.04028555556413852,20
Oplinter,0.040175973164073245,16
Hakendover,0.040175973164073245,16
Goetsenhoven,0.040175973164073245,16
Schoonaarde,0.04010279544461428,46
Oudegem,0.04010279544461428,46
Grembergen,0.04010279544461428,46
Appels,0.04010279544461428,46
Waasmunster,0.04006445318879852,66
Elverdinge,0.040056549284235556,8
Ulbeek,0.04001169810181762,11
Lievegem,0.03999973161316196,12
Elversele,0.03998728553308864,57
Tielrode,0.03998129812037305,56
Steendorp,0.03998129812037305,56
Hamme,0.03993631843788391,98
Vremde,0.039847510133930876,47
Gestel,0.039838078413643736,43
Berlaar,0.039838078413643736,43
Ruiter,0.039766583182709536,57
Brasschaat,0.039620437996462504,107
Mespelare,0.03954505275193927,47
Lint,0.03952665582248121,57
Vissenaken,0.03946502695680126,17
Mortsel,0.03944546654879694,250
Oud-Turnhout,0.03939655076886329,22
Oosthoven,0.03939655076886329,22
Leefdaal,0.03937583596666044,14
Lombardsijde,0.03935042954473257,11
Stekene,0.03934721426150852,28
Klein-Sinaai,0.03934721426150852,28
Kemzeke,0.03934721426150852,28
Ieper,0.039075236500112534,14
Schilde,0.03904804269645157,56
's-Gravenwezel,0.03904804269645156,56
Lanaken,0.03901682718804966,32
Reninghelst,0.03895370308512916,9
Zondereigen,0.03886879968309107,7
Baarle,0.03886879968309107,7
Wilskerke,0.03879928810426804,10
Veldegem,0.038718339488356325,12
Sombeke,0.03868426461255849,56
Dendermonde,0.0386838240664735,51
Boechout,0.03867517830828655,88
Vlamertinge,0.03866716864525057,12
Schellebelle,0.03848540619087707,32
Aartrijke,0.03848027114261364,8
Poperinge,0.03847635399543242,9
Maria-ter-Heide,0.038399626637647906,77
Voormezele,0.03837739756440444,12
Hollebeke,0.03837739756440444,12
Schoten,0.03828185937498717,196
Poelkapelle,0.03827474740445636,11
Ravels,0.03823035969470189,17
Zwaneven,0.03822865867593829,20
Sint-Gillis-bij-Dendermonde,0.038190770123448195,49
Baasrode,0.038178825461787656,49
Neerlanden,0.03799498637713085,13
Attenhoven,0.03799498637713085,13
Desselgem,0.03794260702676118,25
Vroenhoven,0.03789867972410424,25
Vlijtingen,0.03789867972410424,25
Millen,0.03789867972410424,25
Membruggen,0.03789867972410424,25
Genoelselderen,0.03789867972410424,25
Wijshagen,0.03789234577147816,23
Neerglabbeek,0.03789234577147816,23
Meeuwen,0.03789234577147816,23
Gruitrode,0.03789234577147816,23
Ellikom,0.03789234577147816,23
Vaalbeek,0.03779625570983545,16
Zelzate,0.03774980846203847,17
Hoegaarden,0.03771166322287647,13
Berlingen,0.03768747573259758,14
Kortessem,0.037659114838737046,24
Varsenare,0.03764379856618935,16
Neerharen,0.03761760866820209,31
Gellik,0.03761760866820209,31
Kemmel,0.03756607266964899,7
Wijnendale,0.03746546631707791,11
Ramskapelle,0.03743419559437539,29
Wellen,0.037333557948496875,14
Waanrode,0.037324146276051726,5
Beveren-Leie,0.03731301234831603,26
Turnhout,0.03723935927168202,31
Liezele,0.0370588586799021,41
Breendonk,0.0370588586799021,41
Lendelede,0.03704773607248519,26
Puurs,0.03702581867178054,41
Serskamp,0.03694048966563052,28
Sint-Joris-Weert,0.03692464888227408,7
Kortenaken,0.0368369646250304,12
Hofstade,0.03677297541979186,55
Sint-Niklaas,0.036760404925213944,69
Veldwezelt,0.0367387486265829,34
St Nicolas,0.036726046114466226,68
Nieuwkerken-Waas,0.036726046114466226,68
Riemst,0.03672352686444209,26
Ypres,0.0367109927568945,15
Wommelgem,0.03663313773059227,185
Vlimmeren,0.036610091168090025,26
Beerse,0.036610091168090025,26
De Panne,0.03657419277625374,8
Adinkerke,0.03657419277625374,8
Hoelbeek,0.036547905091453066,29
Eigenbilzen,0.036547905091453066,29
Waregem,0.03653877381294565,29
Vosseslag,0.03652969964004925,17
Klemskerke,0.03652969964004925,17
Dikkebus,0.03647022073343837,15
Val-Meer,0.03644103819625408,26
Jabbeke,0.036380176116629546,16
Schalkhoven,0.036355394507174815,9
Edegem,0.03628663068966834,137
Willebringen,0.03627844954432049,8
Vertrijk,0.03627844954432049,8
Roosbeek,0.03627844954432049,8
Neervelp,0.03627844954432049,8
Kerkom,0.03627844954432049,8
Boutersem,0.03627844954432049,8
Wenduine,0.036226598971000605,16
De Haan,0.036226598971000605,16
Sint-Kruis-Winkel,0.03622468282753123,29
Bilzen,0.03619527820425479,30
Vosselaar,0.036189422092680466,27
Lembeke,0.03613948265181386,8
Uitkerke,0.03609283727256719,29
Blankenberghe,0.03609283727256719,29
Blankenberge,0.03609283727256719,29
Torhout,0.036079247073183336,12
Kanne,0.0360787804814256,27
Munsterbilzen,0.036013420396270764,29
Zillebeke,0.03594155232067896,13
Overpelt,0.035935440029237264,27
Eeklo,0.035919196994184825,16
Nederokkerzeel,0.03590519651721464,45
Stabroek,0.03587033669519566,33
Waltwilder,0.03585874211750516,30
Rijkhoven,0.03585874211750516,30
Kleine-Spouwen,0.03585874211750516,30
Hees,0.03585874211750516,30
Grote-Spouwen,0.03585874211750516,30
Borsbeek,0.035814878451678286,208
Sint-Margriete,0.03580946035976016,2
Sint-Jan-in-Eremo,0.03580946035976016,2
Middelburg,0.03580946035976016,2
Zepperen,0.03574409088909201,22
Sint-Truiden,0.03574409088909201,22
Ordingen,0.03574409088909201,22
Kerkom-bij-Sint-Truiden,0.03574409088909201,22
Halmaal,0.03574409088909201,22
Linkhout,0.03573231583941107,31
Neerpelt,0.035720077225907775,23
Sint-Huibrechts-Lille,0.03572007722590777,23
Opdorp,0.03571358032144195,34
Wichelen,0.03566667967716051,29
Goede Herder,0.03565568008199333,12
Keerbergen,0.03563397423717049,25
Sint-Lievens-Houtem,0.035585636052645524,25
Buggenhout,0.035501690113358915,35
Hoevenen,0.03546411571973143,34
Wange,0.0354497733669473,16
Rumsdorp,0.0354497733669473,16
Overwinden,0.0354497733669473,16
Neerwinden,0.0354497733669473,16
Landen,0.0354497733669473,16
Laar,0.0354497733669473,16
Ezemaal,0.0354497733669473,16
Zemst,0.03543305699648541,129
Lummen,0.03537787609138069,32
Westouter,0.035363941613941616,4
Tremelo,0.035358455811466606,24
Rosmeer,0.03522570331225087,29
Brustem,0.03521059699522496,23
Sint-Pauwels,0.03509237176391328,38
Sint-Gillis-Waas,0.03509237176391328,38
Meerdonk,0.03509237176391328,38
De Klinge,0.03509237176391328,38
Zonnegem,0.03495066122725249,24
Vlierzele,0.03495066122725249,24
Zerkegem,0.03493603617427548,14
Stalhille,0.03493603617427548,14
Snellegem,0.03493603617427548,14
Terhagen,0.034840885557836127,61
Rumst,0.034840885557836127,61
Otegem,0.03480922239793562,10
Reet,0.03472961887595634,63
Lebbeke,0.03438327786962617,51
Achel,0.03435390454626772,14
Hamont,0.034353904546267716,14
Groot-Gelmen,0.03418999998087062,23
Gelinden,0.03418999998087062,23
Engelmanshoven,0.03418999998087062,23
Borsbeke,0.0341651913584086,14
Heizijde,0.03415558017235948,51
Sinaai,0.03395333985253271,33
Gijzegem,0.03380123980539,50
Rijkel,0.033715720228483535,19
Kuttekoven,0.033715720228483535,19
Kerniel,0.033715720228483535,19
Hoepertingen,0.033715720228483535,19
Hendrieken,0.033715720228483535,19
Groot-Loon,0.033715720228483535,19
Gotem,0.033715720228483535,19
Gors-Opleeuw,0.033715720228483535,19
Borgloon,0.033715720228483535,19
Bommershoven,0.033715720228483535,19
Deerlijk,0.0336619869898544,31
Moerbeke,0.03357364310705385,17
Kruisstraat,0.03357364310705385,17
Woubrechtegem,0.03354570305519416,23
Steenhuize-Wijnhuize,0.03354570305519416,23
Sint-Lievens-Esse,0.03354570305519416,23
Sint-Antelinks,0.03354570305519416,23
Hillegem,0.03354570305519416,23
Herzele,0.03354570305519416,23
Werchter,0.033540909450698195,18
Wijtschate,0.03348607713274089,8
Aalst,0.0334653257732752,85
Vlissegem,0.03344769115248395,10
Mielen-Boven-Aalst,0.033427996213063624,17
Buvingen,0.033427996213063624,17
Borlo,0.033427996213063624,17
Wijnegem,0.03329542829020302,146
Belsele,0.03319335102879402,57
Sint-Lenaarts,0.033128519914395166,30
Brecht,0.03306422488865625,30
Sint-Job-in-'t-Goor,0.0329539478460094,31
Nieuwmoer,0.03280321952699265,28
Kalmthout,0.03280321952699265,28
Heide,0.03280321952699265,28
Achterbroek,0.03280321952699265,28
Kontich,0.0328027379496695,72
Hove,0.032725404806669155,66
Glabbeek,0.03268871516648927,10
Herten,0.03257463181974292,8
Boom,0.03257113451973155,61
Ingooigem,0.03251455714840214,19
Gijzelbrechtegem,0.03251455714840214,19
Anzegem,0.03251455714840214,19
Vichte,0.03251455714840213,19
Ronse,0.032431520628616914,11
Schelle,0.0323970652097686,46
Meldert,0.03235598449870755,91
Waarloos,0.032353385375016495,73
Bunsbeek,0.03227063993684928,11
Poppel,0.03218488862541561,6
Attenrode,0.032119446851597636,8
Tisselt,0.032098446912965005,45
Blaasveld,0.032098446912965005,45
Willebroek,0.031919413425148,47
Oordegem,0.03173435337200704,46
Ressegem,0.031683823355847206,16
Boekhoute,0.031648545443112505,6
Kuurne,0.03163809460340768,36
Vlekkem,0.03163283322552142,49
Burst,0.03163283322552142,49
Aaigem,0.03163283322552142,49
Aartselaar,0.0316000854565258,76
Hemiksem,0.03158079926848113,66
Zuienkerke,0.03149470472819097,20
Nieuwmunster,0.03149470472819097,20
Meetkerke,0.03149470472819097,20
Houtave,0.03149470472819097,20
Bambrugge,0.03145731941815385,50
Zandvoorde,0.031352374134839184,16
Geluveld,0.031352374134839184,16
Lede,0.031235975295597802,49
Loenhout,0.03117702778182947,22
Ledeberg,0.03114939248527171,22
Borchtlombeek,0.03114939248527171,22
Wanzele,0.031059154364092,47
Smetlede,0.031059154364092,47
Wuustwezel,0.031040935181047113,23
Ichtegem,0.030938838549658676,6
Impe,0.030888279124363895,48
Ottergem,0.030840509233484165,51
Heindonk,0.03074981547175952,48
Berg,0.030744498855386465,69
Erpe-Mere,0.030728191748224856,52
Erpe,0.030728191748224856,52
Erondegem,0.030728191748224856,52
Hekelgem,0.030611160968593534,52
Niel,0.03049602708426732,42
Zonnebeke,0.030434471626675876,17
Passchendaele,0.030434471626675876,17
Beselare,0.030434471626675876,17
Harelbeke,0.030327808350491352,41
Weelde,0.030122877399018196,9
Kortrijk,0.030065514173908375,61
Loker,0.030053280053280056,2
Nieuwerkerken,0.02971272730771836,83
Kwerps,0.029568083932983664,26
Erps,0.029568083932983664,26
Heldergem,0.02952069087772038,43
Zegelsem,0.029435049756929173,12
Opbrakel,0.029435049756929173,12
Michelbeke,0.029435049756929173,12
Everbeek,0.029435049756929173,12
Elst,0.029435049756929173,12
Brakel,0.02943504975692917,12
Idegem,0.029354372120867975,18
Kerksken,0.02929992952810195,28
Kaprijke,0.02929390780396528,14
Teralfene,0.029250595497389485,51
Essene,0.029250595497389485,51
Slijpe,0.028894182347837177,8
Schore,0.028894182347837177,8
Mannekensvere,0.028894182347837177,8
Sint-Denijs,0.02883190614868003,8
Meerbeek,0.028660216482525962,21
Sint-Maria-Lierde,0.028618472560195368,12
Hemelveerdegem,0.028618472560195368,12
Haaltert,0.02857324162857031,45
Oosteeklo,0.028361459543437422,9
Bassevelde,0.028361459543437422,9
Mazenzele,0.028295346624609665,47
Gingelom,0.028286737103043247,19
Welle,0.02818331356846973,47
Bavikhove,0.028125927628933112,28
Baardegem,0.028035478384588867,48
Voorde,0.0280130685074547,33
Okegem,0.0280130685074547,33
Lieferinge,0.0280130685074547,33
Sint-Laureins,0.0279218929757561,8
Opwijk,0.027802310853880914,49
Wambeek,0.027782515382567485,27
Woesten,0.027777777777777776,1
Westvleteren,0.027777777777777776,1
Reninge,0.027777777777777776,1
Pollinkhove,0.027777777777777776,1
Oostvleteren,0.027777777777777776,1
Noordschote,0.027777777777777776,1
Lo,0.027777777777777776,1
Rollegem-Kapelle,0.027640666561406717,19
Ledegem,0.027640666561406717,19
Niel-bij-Sint-Truiden,0.02754234928454211,19
Montenaken,0.02754234928454211,19
Kortijs,0.02754234928454211,19
Jeuk,0.02754234928454211,19
Boekhout,0.02754234928454211,19
Moorsel,0.027503438933188233,52
Londerzeel,0.027450158427119297,46
Denderhoutem,0.02740892782433343,51
Everberg,0.02735747936968387,22
Ninove,0.027337558691718226,33
Herdersem,0.027116993685716916,54
Riksingen,0.027023165513381967,23
Henis,0.027023165513381967,23
's Herenelderen,0.027023165513381967,23
Veurne,0.02702286884267309,7
Avekapelle,0.027022868842673086,7
